個人ID,年収（万円）,LN年収,女性ダミー,"中学3年生の時
の学年成績",教育年数,"大卒以上ダミー
（基準は高卒以下）","短期高等教育卒ダミー
（基準は高卒以下）",勤続年数,勤続年数の2乗,大企業ダミー,"正規雇用ダミー
（基準は非正規雇用）","ホワイトカラー・ダミー
（専門職、技術職、事務職。
基準はブルーカラー）","管理職ダミー
（基準は非管理職）","転職ダミー
（基準は転職経験なし）"
3624,150,5.01,1,4,16,1,0,7.7,59.29,0,0,0,0,0
3625,250,5.52,0,4,16,1,0,11,121,0,0,1,0,0
3626,400,5.99,0,5,16,1,0,11,121,0,1,1,0,0
3627,350,5.86,1,5,16,1,0,7.7,59.29,0,1,0,0,0
3628,400,5.99,0,4,16,1,0,11,121,0,1,1,0,0
3629,450,6.11,1,5,16,1,0,7.7,59.29,0,1,1,0,0
3630,300,5.70,0,4,16,1,0,11,121,0,0,1,0,0
3631,550,6.31,0,5,16,1,0,11,121,1,1,1,1,1
3632,400,5.99,0,4,16,1,0,11,121,0,1,1,0,0
3633,400,5.99,0,4,16,1,0,11,121,0,1,1,0,0
3634,400,5.99,0,4,16,1,0,11,121,0,1,1,0,0
3635,200,5.30,1,5,16,1,0,7.7,59.29,0,0,1,0,1
3636,450,6.11,0,5,16,1,0,11,121,0,1,1,0,0
3637,225,5.42,0,5,16,1,0,11,121,0,0,1,0,0
3638,400,5.99,0,4,16,1,0,11,121,0,1,1,0,0
3639,350,5.86,1,4,16,1,0,7.7,59.29,0,1,1,0,0
3640,350,5.86,0,5,16,1,0,11,121,0,1,1,0,0
3641,550,6.31,0,4,16,1,0,11,121,1,1,1,1,0
3642,400,5.99,0,5,16,1,0,11,121,0,1,1,0,0
3643,400,5.99,0,4,16,1,0,11,121,0,1,1,0,0
3644,350,5.86,1,4,16,1,0,7.7,59.29,0,1,1,0,0
3645,450,6.11,0,4,16,1,0,11,121,0,1,1,0,0
3646,200,5.30,0,5,16,1,0,11,121,0,0,0,0,0
3647,450,6.11,0,4,16,1,0,11,121,0,1,1,0,0
3648,250,5.52,0,4,16,1,0,11,121,0,0,1,0,0
3649,400,5.99,0,5,16,1,0,11,121,0,1,1,0,0
3650,600,6.40,0,5,16,1,0,11,121,1,1,1,1,0
3651,500,6.21,0,5,16,1,0,11,121,1,1,1,1,0
3652,450,6.11,0,4,16,1,0,11,121,0,1,1,0,0
3653,400,5.99,1,4,16,1,0,7.7,59.29,0,1,1,0,0
3654,400,5.99,0,4,16,1,0,11,121,0,1,1,0,0
3655,350,5.86,1,5,16,1,0,7.7,59.29,0,1,1,0,0
3656,400,5.99,0,4,16,1,0,11,121,0,1,1,0,0
3657,275,5.62,1,4,16,1,0,7.7,59.29,0,1,1,0,0
3658,400,5.99,0,4,16,1,0,11,121,0,1,1,0,0
3659,450,6.11,1,4,16,1,0,7.7,59.29,0,1,1,0,0
3660,400,5.99,0,5,16,1,0,11,121,0,1,1,0,0
3661,500,6.21,0,4,16,1,0,11,121,1,1,1,0,0
3662,600,6.40,0,5,16,1,0,11,121,1,1,1,1,0
3663,500,6.21,0,5,16,1,0,11,121,1,1,1,1,0
3664,600,6.40,0,5,16,1,0,11,121,1,1,1,1,0
3665,550,6.31,0,5,16,1,0,11,121,1,1,1,1,1
3666,550,6.31,0,4,16,1,0,11,121,1,1,1,1,0
3667,375,5.93,0,5,16,1,0,11,121,0,1,0,0,0
3668,650,6.48,0,5,16,1,0,11,121,1,1,1,1,0
3669,1250,7.13,0,5,16,1,0,11,121,1,1,1,1,0
3670,150,5.01,0,5,16,1,0,12,144,0,0,0,0,1
3671,250,5.52,0,5,16,1,0,12,144,0,0,1,0,0
3672,200,5.30,1,4,16,1,0,8.4,70.56,0,0,1,0,0
3673,150,5.01,1,5,16,1,0,8.4,70.56,0,0,1,0,0
3674,250,5.52,1,4,16,1,0,8.4,70.56,0,0,1,0,0
3675,250,5.52,1,4,16,1,0,8.4,70.56,0,0,1,0,0
3676,200,5.30,1,4,16,1,0,8.4,70.56,0,0,1,0,0
3677,156.25,5.05,1,5,16,1,0,8.4,70.56,0,0,0,0,0
3678,225,5.42,1,4,16,1,0,8.4,70.56,0,0,1,0,0
3679,200,5.30,0,5,16,1,0,12,144,0,0,0,0,0
3680,300,5.70,1,5,16,1,0,8.4,70.56,0,1,1,0,0
3681,200,5.30,1,4,16,1,0,8.4,70.56,0,0,1,0,0
3682,300,5.70,0,5,16,1,0,12,144,0,0,1,0,0
3683,250,5.52,0,4,16,1,0,12,144,0,0,0,0,0
3684,300,5.70,1,4,16,1,0,8.4,70.56,0,1,1,0,0
3685,250,5.52,0,4,16,1,0,12,144,0,0,0,0,0
3686,150,5.01,1,4,16,1,0,8.4,70.56,0,0,1,0,1
3687,300,5.70,1,5,16,1,0,8.4,70.56,0,1,1,0,0
3688,500,6.21,0,5,16,1,0,12,144,1,1,1,1,0
3689,500,6.21,0,4,16,1,0,12,144,1,1,1,0,0
3690,350,5.86,0,4,16,1,0,12,144,0,1,1,0,0
3691,500,6.21,0,5,16,1,0,12,144,1,1,1,1,0
3692,300,5.70,1,5,16,1,0,8.4,70.56,0,1,1,0,0
3693,350,5.86,0,5,16,1,0,12,144,0,1,1,0,0
3694,150,5.01,1,4,16,1,0,8.4,70.56,0,0,0,0,0
3695,200,5.30,0,5,16,1,0,12,144,0,0,1,0,0
3696,350,5.86,0,5,16,1,0,12,144,0,1,0,0,0
3697,300,5.70,0,4,16,1,0,12,144,0,0,1,0,0
3698,400,5.99,0,4,16,1,0,12,144,0,1,1,0,0
3699,400,5.99,0,4,16,1,0,12,144,0,1,0,0,0
3700,400,5.99,0,5,16,1,0,12,144,0,1,1,0,1
3701,500,6.21,0,5,16,1,0,12,144,1,1,1,1,0
3702,400,5.99,0,5,16,1,0,12,144,0,1,1,0,0
3703,225,5.42,0,5,16,1,0,12,144,0,0,1,0,0
3704,400,5.99,0,5,16,1,0,12,144,0,1,1,0,0
3705,400,5.99,0,5,16,1,0,12,144,0,1,0,0,0
3706,200,5.30,0,4,16,1,0,12,144,0,0,1,0,0
3707,450,6.11,0,5,16,1,0,12,144,0,1,1,1,0
3708,300,5.70,0,5,16,1,0,12,144,0,0,1,0,0
3709,450,6.11,1,5,16,1,0,8.4,70.56,0,1,1,1,1
3710,450,6.11,0,5,16,1,0,12,144,0,1,1,0,0
3711,450,6.11,0,4,16,1,0,12,144,0,1,1,0,0
3712,300,5.70,1,5,16,1,0,8.4,70.56,0,1,0,0,0
3713,350,5.86,0,5,16,1,0,12,144,0,1,1,0,0
3714,250,5.52,1,4,16,1,0,8.4,70.56,0,0,0,0,0
3715,450,6.11,0,5,16,1,0,12,144,0,1,1,0,0
3716,400,5.99,0,5,16,1,0,12,144,0,1,1,0,0
3717,400,5.99,0,5,16,1,0,12,144,0,1,1,0,0
3718,400,5.99,1,5,16,1,0,8.4,70.56,0,1,1,0,0
3719,450,6.11,0,4,16,1,0,12,144,0,1,1,0,0
3720,350,5.86,1,4,16,1,0,8.4,70.56,0,1,0,0,0
3721,450,6.11,0,4,16,1,0,12,144,0,1,1,0,0
3722,500,6.21,0,5,16,1,0,12,144,1,1,1,1,0
3723,350,5.86,1,4,16,1,0,8.4,70.56,0,1,0,0,0
3724,250,5.52,0,5,16,1,0,12,144,0,0,0,0,0
3725,450,6.11,0,5,16,1,0,12,144,0,1,1,1,0
3726,400,5.99,0,4,16,1,0,12,144,0,1,0,0,0
3727,250,5.52,1,5,16,1,0,8.4,70.56,0,0,1,0,0
3728,350,5.86,0,5,16,1,0,12,144,0,1,1,0,0
3729,500,6.21,0,5,16,1,0,12,144,1,1,1,1,0
3730,250,5.52,1,4,16,1,0,8.4,70.56,0,0,1,0,0
3731,500,6.21,0,4,16,1,0,12,144,1,1,1,0,0
3732,400,5.99,0,4,16,1,0,12,144,0,1,1,0,0
3733,400,5.99,0,5,16,1,0,12,144,0,1,1,0,0
3734,500,6.21,0,4,16,1,0,12,144,1,1,1,0,0
3735,350,5.86,0,4,16,1,0,12,144,0,1,1,0,0
3736,450,6.11,0,5,16,1,0,12,144,0,1,1,1,0
3737,500,6.21,0,4,16,1,0,12,144,1,1,1,1,0
3738,500,6.21,0,4,16,1,0,12,144,1,1,0,1,0
3739,500,6.21,0,4,16,1,0,12,144,1,1,1,1,0
3740,400,5.99,0,4,16,1,0,12,144,0,1,1,0,0
3741,600,6.40,0,4,16,1,0,12,144,1,1,1,1,0
3742,600,6.40,0,5,16,1,0,12,144,1,1,1,1,0
3743,550,6.31,0,4,16,1,0,12,144,1,1,1,1,0
3744,700,6.55,0,4,16,1,0,12,144,1,1,1,1,0
3745,700,6.55,0,4,16,1,0,12,144,1,1,1,1,0
3746,150,5.01,0,5,16,1,0,13,169,0,0,0,0,1
3747,100,4.61,1,4,16,1,0,9.1,82.81,0,0,1,0,1
3748,350,5.86,1,5,16,1,0,9.1,82.81,0,1,1,0,0
3749,200,5.30,1,4,16,1,0,9.1,82.81,0,0,0,0,1
3750,150,5.01,1,5,16,1,0,9.1,82.81,0,0,1,0,0
3751,350,5.86,0,4,16,1,0,13,169,0,1,0,0,0
3752,156.25,5.05,1,5,16,1,0,9.1,82.81,0,0,0,0,1
3753,206.25,5.33,1,5,16,1,0,9.1,82.81,0,0,1,0,0
3754,156.25,5.05,0,5,16,1,0,13,169,0,0,1,0,0
3755,275,5.62,0,4,16,1,0,13,169,0,0,0,0,0
3756,400,5.99,1,4,16,1,0,9.1,82.81,0,1,1,0,0
3757,250,5.52,1,4,16,1,0,9.1,82.81,0,0,0,0,0
3758,300,5.70,0,5,16,1,0,13,169,0,0,0,0,0
3759,350,5.86,0,4,16,1,0,13,169,0,1,1,0,0
3760,300,5.70,1,4,16,1,0,9.1,82.81,0,1,0,0,0
3761,350,5.86,0,4,16,1,0,13,169,0,1,0,0,0
3762,350,5.86,0,4,16,1,0,13,169,0,1,1,0,0
3763,156.25,5.05,0,4,16,1,0,13,169,0,0,1,0,0
3764,400,5.99,0,5,16,1,0,13,169,0,1,1,0,1
3765,250,5.52,0,5,16,1,0,13,169,0,0,0,0,0
3766,350,5.86,1,4,16,1,0,9.1,82.81,0,1,1,0,0
3767,150,5.01,1,4,16,1,0,9.1,82.81,0,0,0,0,0
3768,300,5.70,0,4,16,1,0,13,169,0,0,0,0,1
3769,300,5.70,1,4,16,1,0,9.1,82.81,0,1,1,0,0
3770,150,5.01,1,4,16,1,0,9.1,82.81,0,0,0,0,0
3771,300,5.70,0,5,16,1,0,13,169,0,0,1,0,0
3772,350,5.86,0,4,16,1,0,13,169,0,1,1,0,0
3773,400,5.99,0,5,16,1,0,13,169,0,1,1,0,0
3774,500,6.21,0,5,16,1,0,13,169,1,1,1,1,0
3775,300,5.70,0,4,16,1,0,13,169,0,0,0,0,0
3776,450,6.11,0,5,16,1,0,13,169,0,1,1,0,0
3777,350,5.86,1,4,16,1,0,9.1,82.81,0,1,1,0,0
3778,400,5.99,0,4,16,1,0,13,169,0,1,1,0,0
3779,300,5.70,0,5,16,1,0,13,169,0,0,1,0,0
3780,400,5.99,0,4,16,1,0,13,169,0,1,1,0,1
3781,450,6.11,0,4,16,1,0,13,169,0,1,1,0,0
3782,350,5.86,0,5,16,1,0,13,169,0,1,1,0,0
3783,550,6.31,0,5,16,1,0,13,169,1,1,1,1,0
3784,350,5.86,1,5,16,1,0,9.1,82.81,0,1,1,0,0
3785,400,5.99,0,4,16,1,0,13,169,0,1,0,0,0
3786,450,6.11,0,5,16,1,0,13,169,0,1,1,1,0
3787,450,6.11,0,4,16,1,0,13,169,0,1,1,0,0
3788,350,5.86,0,5,16,1,0,13,169,0,1,0,0,0
3789,400,5.99,1,4,16,1,0,9.1,82.81,0,1,1,0,0
3790,500,6.21,0,4,16,1,0,13,169,1,1,1,1,0
3791,250,5.52,1,4,16,1,0,9.1,82.81,0,0,0,0,0
3792,450,6.11,0,4,16,1,0,13,169,0,1,1,0,0
3793,400,5.99,0,5,16,1,0,13,169,0,1,1,0,0
3794,400,5.99,0,4,16,1,0,13,169,0,1,1,0,0
3795,300,5.70,0,5,16,1,0,13,169,0,0,1,0,0
3796,300,5.70,0,4,16,1,0,13,169,0,0,0,0,0
3797,275,5.62,0,4,16,1,0,13,169,0,0,1,0,0
3798,500,6.21,0,5,16,1,0,13,169,1,1,1,1,0
3799,600,6.40,0,5,16,1,0,13,169,1,1,1,1,1
3800,250,5.52,1,5,16,1,0,9.1,82.81,0,0,1,0,0
3801,500,6.21,0,4,16,1,0,13,169,1,1,1,0,0
3802,500,6.21,0,5,16,1,0,13,169,1,1,1,1,0
3803,500,6.21,0,4,16,1,0,13,169,1,1,1,1,0
3804,450,6.11,0,5,16,1,0,13,169,0,1,0,0,0
3805,450,6.11,0,5,16,1,0,13,169,0,1,1,0,0
3806,600,6.40,0,5,16,1,0,13,169,1,1,1,1,0
3807,500,6.21,0,5,16,1,0,13,169,1,1,1,1,0
3808,600,6.40,0,4,16,1,0,13,169,1,1,1,1,0
3809,850,6.75,0,5,16,1,0,13,169,1,1,1,1,0
3810,500,6.21,0,5,16,1,0,13,169,1,1,1,1,1
3811,600,6.40,0,5,16,1,0,13,169,1,1,1,1,1
3812,700,6.55,0,5,16,1,0,13,169,1,1,1,1,0
3813,600,6.40,0,5,16,1,0,13,169,1,1,1,1,0
3814,700,6.55,0,4,16,1,0,13,169,1,1,1,1,0
3815,700,6.55,0,5,16,1,0,13,169,1,1,1,1,0
3816,550,6.31,0,4,16,1,0,13,169,1,1,1,1,0
3817,600,6.40,0,4,16,1,0,13,169,1,1,1,1,0
3818,700,6.55,0,5,16,1,0,13,169,1,1,1,1,0
3819,600,6.40,0,5,16,1,0,13,169,1,1,1,1,0
3820,600,6.40,0,4,16,1,0,13,169,1,1,1,1,0
3821,500,6.21,0,4,16,1,0,13,169,1,1,1,0,0
3822,700,6.55,0,4,16,1,0,13,169,1,1,1,1,0
3823,1375,7.23,0,4,16,1,0,13,169,1,1,1,1,0
3824,100,4.61,1,4,16,1,0,9.8,96.04,0,0,1,0,0
3825,150,5.01,1,5,16,1,0,9.8,96.04,0,0,1,0,0
3826,350,5.86,0,5,16,1,0,14,196,0,1,0,0,0
3827,150,5.01,0,5,16,1,0,14,196,0,0,0,0,1
3828,150,5.01,0,4,16,1,0,14,196,0,0,0,0,0
3829,100,4.61,1,5,16,1,0,9.8,96.04,0,0,1,0,0
3830,175,5.16,1,5,16,1,0,9.8,96.04,0,0,1,0,0
3831,150,5.01,1,4,16,1,0,9.8,96.04,0,0,1,0,1
3832,400,5.99,0,4,16,1,0,14,196,0,1,1,0,0
3833,300,5.70,1,4,16,1,0,9.8,96.04,0,1,1,0,0
3834,450,6.11,0,4,16,1,0,14,196,0,1,1,0,0
3835,350,5.86,0,5,16,1,0,14,196,0,1,0,0,0
3836,250,5.52,0,5,16,1,0,14,196,0,0,1,0,0
3837,350,5.86,1,5,16,1,0,9.8,96.04,0,1,1,0,0
3838,100,4.61,1,5,16,1,0,9.8,96.04,0,0,0,0,0
3839,300,5.70,1,5,16,1,0,9.8,96.04,0,1,0,0,0
3840,300,5.70,0,4,16,1,0,14,196,0,0,1,0,0
3841,1275,7.15,0,5,16,1,0,14,196,1,1,1,1,0
3842,400,5.99,1,5,16,1,0,9.8,96.04,0,1,1,0,0
3843,400,5.99,0,5,16,1,0,14,196,0,1,1,0,0
3844,350,5.86,1,5,16,1,0,9.8,96.04,0,1,1,0,1
3845,400,5.99,1,4,16,1,0,9.8,96.04,0,1,1,0,0
3846,200,5.30,0,4,16,1,0,14,196,0,0,1,0,0
3847,150,5.01,1,5,16,1,0,9.8,96.04,0,0,1,0,1
3848,300,5.70,0,4,16,1,0,14,196,0,0,0,0,0
3849,900,6.80,0,5,16,1,0,14,196,1,1,1,1,0
3850,350,5.86,1,4,16,1,0,9.8,96.04,0,1,1,0,0
3851,350,5.86,0,4,16,1,0,14,196,0,1,1,0,0
3852,450,6.11,0,4,16,1,0,14,196,0,1,1,0,0
3853,275,5.62,0,5,16,1,0,14,196,0,0,1,0,0
3854,350,5.86,0,5,16,1,0,14,196,0,1,1,0,0
3855,500,6.21,0,5,16,1,0,14,196,1,1,1,1,0
3856,300,5.70,0,5,16,1,0,14,196,0,0,1,0,0
3857,250,5.52,0,4,16,1,0,14,196,0,0,1,0,0
3858,400,5.99,0,5,16,1,0,14,196,0,1,1,0,1
3859,300,5.70,1,4,16,1,0,9.8,96.04,0,1,0,0,0
3860,500,6.21,0,5,16,1,0,14,196,1,1,1,1,0
3861,300,5.70,0,4,16,1,0,14,196,0,0,1,0,0
3862,500,6.21,0,5,16,1,0,14,196,1,1,1,1,0
3863,500,6.21,0,4,16,1,0,14,196,1,1,1,1,0
3864,350,5.86,0,4,16,1,0,14,196,0,1,1,0,0
3865,600,6.40,0,4,16,1,0,14,196,1,1,1,1,0
3866,600,6.40,0,5,16,1,0,14,196,1,1,1,1,0
3867,550,6.31,0,4,16,1,0,14,196,1,1,1,1,0
3868,600,6.40,0,4,16,1,0,14,196,1,1,1,1,0
3869,600,6.40,0,5,16,1,0,14,196,1,1,1,1,0
3870,600,6.40,0,4,16,1,0,14,196,1,1,1,1,0
3871,600,6.40,0,5,16,1,0,14,196,1,1,1,1,0
3872,600,6.40,0,5,16,1,0,14,196,1,1,1,1,0
3873,600,6.40,0,4,16,1,0,14,196,1,1,1,1,0
3874,1000,6.91,0,5,16,1,0,14,196,1,1,1,1,0
3875,1325,7.19,0,4,16,1,0,14,196,1,1,1,1,0
3876,250,5.52,1,4,16,1,0,10.5,110.25,0,0,1,0,1
3877,250,5.52,1,5,16,1,0,10.5,110.25,0,0,1,0,0
3878,525,6.26,0,5,16,1,0,15,225,1,1,1,1,0
3879,50,3.91,1,5,16,1,0,10.5,110.25,0,0,1,0,1
3880,400,5.99,0,5,16,1,0,15,225,0,1,0,0,0
3881,400,5.99,1,5,16,1,0,10.5,110.25,0,1,1,0,0
3882,400,5.99,1,4,16,1,0,10.5,110.25,0,1,1,0,0
3883,250,5.52,1,4,16,1,0,10.5,110.25,0,0,0,0,0
3884,150,5.01,1,4,16,1,0,10.5,110.25,0,0,1,0,0
3885,400,5.99,0,4,16,1,0,15,225,0,1,1,0,0
3886,400,5.99,0,4,16,1,0,15,225,0,1,1,0,0
3887,500,6.21,0,4,16,1,0,15,225,1,1,1,0,0
3888,300,5.70,0,4,16,1,0,15,225,0,0,1,0,0
3889,175,5.16,1,4,16,1,0,10.5,110.25,0,0,1,0,0
3890,400,5.99,0,5,16,1,0,15,225,0,1,1,0,0
3891,350,5.86,0,4,16,1,0,15,225,0,1,1,0,0
3892,350,5.86,0,5,16,1,0,15,225,0,1,1,0,0
3893,225,5.42,1,4,16,1,0,10.5,110.25,0,0,1,0,1
3894,700,6.55,0,5,16,1,0,15,225,1,1,1,1,0
3895,250,5.52,0,4,16,1,0,15,225,0,0,0,0,0
3896,450,6.11,0,4,16,1,0,15,225,0,1,1,0,0
3897,500,6.21,0,4,16,1,0,15,225,1,1,1,0,0
3898,500,6.21,0,5,16,1,0,15,225,1,1,1,1,0
3899,300,5.70,1,5,16,1,0,10.5,110.25,0,1,1,0,0
3900,350,5.86,1,5,16,1,0,10.5,110.25,0,1,0,0,0
3901,300,5.70,1,4,16,1,0,10.5,110.25,0,1,1,0,0
3902,600,6.40,0,4,16,1,0,15,225,1,1,1,1,0
3903,275,5.62,1,5,16,1,0,10.5,110.25,0,1,0,0,0
3904,500,6.21,0,5,16,1,0,15,225,1,1,1,1,0
3905,450,6.11,0,4,16,1,0,15,225,0,1,1,0,0
3906,750,6.62,0,5,16,1,0,15,225,1,1,1,1,0
3907,300,5.70,0,4,16,1,0,15,225,0,0,1,0,0
3908,750,6.62,0,5,16,1,0,15,225,1,1,1,1,0
3909,400,5.99,0,5,16,1,0,15,225,0,1,1,0,0
3910,275,5.62,0,5,16,1,0,15,225,0,0,1,0,0
3911,300,5.70,0,4,16,1,0,15,225,0,0,0,0,0
3912,250,5.52,1,5,16,1,0,10.5,110.25,0,0,1,0,0
3913,500,6.21,0,4,16,1,0,15,225,1,1,0,1,0
3914,850,6.75,0,4,16,1,0,15,225,1,1,1,1,0
3915,700,6.55,0,4,16,1,0,15,225,1,1,1,1,0
3916,600,6.40,0,4,16,1,0,15,225,1,1,1,1,1
3917,600,6.40,0,4,16,1,0,15,225,1,1,1,1,0
3918,700,6.55,0,5,16,1,0,15,225,1,1,1,1,0
3919,600,6.40,0,5,16,1,0,15,225,1,1,1,1,1
3920,600,6.40,0,4,16,1,0,15,225,1,1,1,1,0
3921,550,6.31,0,4,16,1,0,15,225,1,1,1,1,0
3922,400,5.99,0,5,16,1,0,15,225,0,1,1,0,0
3923,700,6.55,0,5,16,1,0,15,225,1,1,1,1,0
3924,750,6.62,0,4,16,1,0,15,225,1,1,1,1,0
3925,550,6.31,0,5,16,1,0,15,225,1,1,1,1,0
3926,750,6.62,0,4,16,1,0,15,225,1,1,1,1,0
3927,750,6.62,0,4,16,1,0,15,225,1,1,1,1,0
3928,200,5.30,1,5,16,1,0,11.2,125.44,0,0,1,0,1
3929,6.25,1.83,1,4,16,1,0,11.2,125.44,0,0,1,0,1
3930,250,5.52,0,4,16,1,0,16,256,0,0,1,0,0
3931,256.25,5.55,0,5,16,1,0,16,256,0,0,0,0,1
3932,356.25,5.88,1,5,16,1,0,11.2,125.44,0,1,0,0,0
3933,375,5.93,1,5,16,1,0,11.2,125.44,0,1,1,0,0
3934,400,5.99,0,4,16,1,0,16,256,0,1,1,0,1
3935,300,5.70,0,5,16,1,0,16,256,0,0,1,0,0
3936,450,6.11,0,5,16,1,0,16,256,0,1,1,1,0
3937,350,5.86,1,4,16,1,0,11.2,125.44,0,1,1,0,0
3938,350,5.86,0,4,16,1,0,16,256,0,1,1,0,1
3939,500,6.21,0,4,16,1,0,16,256,1,1,1,0,0
3940,500,6.21,0,4,16,1,0,16,256,1,1,0,0,0
3941,500,6.21,0,4,16,1,0,16,256,1,1,1,1,0
3942,350,5.86,0,4,16,1,0,16,256,0,1,0,0,1
3943,300,5.70,0,4,16,1,0,16,256,0,0,1,0,0
3944,450,6.11,0,4,16,1,0,16,256,0,1,1,0,0
3945,200,5.30,1,4,16,1,0,11.2,125.44,0,0,1,0,0
3946,450,6.11,0,4,16,1,0,16,256,0,1,1,0,0
3947,400,5.99,0,4,16,1,0,16,256,0,1,1,0,0
3948,450,6.11,0,5,16,1,0,16,256,0,1,1,0,0
3949,225,5.42,0,4,16,1,0,16,256,0,0,0,0,1
3950,450,6.11,0,5,16,1,0,16,256,0,1,1,0,0
3951,500,6.21,0,5,16,1,0,16,256,1,1,1,1,0
3952,300,5.70,0,5,16,1,0,16,256,0,0,1,0,0
3953,600,6.40,0,5,16,1,0,16,256,1,1,1,1,0
3954,600,6.40,0,4,16,1,0,16,256,1,1,1,1,0
3955,350,5.86,0,4,16,1,0,16,256,0,1,1,0,0
3956,600,6.40,0,4,16,1,0,16,256,1,1,1,1,0
3957,600,6.40,0,4,16,1,0,16,256,1,1,1,1,0
3958,500,6.21,0,5,16,1,0,16,256,1,1,1,1,0
3959,275,5.62,0,4,16,1,0,16,256,0,0,0,0,0
3960,600,6.40,0,4,16,1,0,16,256,1,1,1,1,0
3961,450,6.11,0,5,16,1,0,16,256,0,1,1,0,0
3962,600,6.40,0,5,16,1,0,16,256,1,1,1,1,0
3963,700,6.55,0,5,16,1,0,16,256,1,1,1,1,0
3964,550,6.31,0,5,16,1,0,16,256,1,1,1,1,0
3965,600,6.40,0,4,16,1,0,16,256,1,1,1,1,1
3966,700,6.55,0,4,16,1,0,16,256,1,1,1,1,0
3967,550,6.31,0,4,16,1,0,16,256,1,1,1,1,0
3968,550,6.31,0,4,16,1,0,16,256,1,1,1,1,0
3969,700,6.55,0,5,16,1,0,16,256,1,1,1,1,0
3970,700,6.55,0,5,16,1,0,16,256,1,1,1,1,0
3971,600,6.40,0,4,16,1,0,16,256,1,1,1,1,0
3972,500,6.21,0,5,16,1,0,16,256,1,1,1,1,0
3973,700,6.55,0,5,16,1,0,16,256,1,1,1,1,0
3974,600,6.40,0,5,16,1,0,16,256,1,1,1,1,0
3975,600,6.40,0,4,16,1,0,16,256,1,1,1,1,0
3976,700,6.55,0,5,16,1,0,16,256,1,1,1,1,0
3977,700,6.55,0,4,16,1,0,16,256,1,1,1,1,0
3978,500,6.21,0,5,16,1,0,16,256,1,1,1,1,0
3979,700,6.55,0,5,16,1,0,16,256,1,1,1,1,0
3980,700,6.55,0,4,16,1,0,16,256,1,1,1,1,0
3981,1000,6.91,0,5,16,1,0,16,256,1,1,1,1,0
3982,1350,7.21,0,4,16,1,0,16,256,1,1,1,1,0
3983,350,5.86,1,4,16,1,0,11.9,141.61,0,1,0,0,0
3984,200,5.30,1,4,16,1,0,11.9,141.61,0,0,1,0,1
3985,250,5.52,1,4,16,1,0,11.9,141.61,0,0,1,0,0
3986,6.25,1.83,1,5,16,1,0,11.9,141.61,0,0,1,0,1
3987,156.25,5.05,0,4,16,1,0,17,289,0,0,0,0,1
3988,506.25,6.23,0,5,16,1,0,17,289,1,1,1,1,0
3989,375,5.93,0,4,16,1,0,17,289,0,1,1,0,0
3990,25,3.22,0,5,16,1,0,17,289,0,0,0,0,1
3991,400,5.99,0,4,16,1,0,17,289,0,1,0,0,0
3992,250,5.52,0,4,16,1,0,17,289,0,0,1,0,0
3993,56.25,4.03,1,4,16,1,0,11.9,141.61,0,0,0,0,0
3994,400,5.99,0,5,16,1,0,17,289,0,1,1,0,1
3995,50,3.91,1,4,16,1,0,11.9,141.61,0,0,0,0,1
3996,350,5.86,1,5,16,1,0,11.9,141.61,0,1,1,0,0
3997,450,6.11,0,5,16,1,0,17,289,0,1,1,0,0
3998,350,5.86,0,4,16,1,0,17,289,0,1,1,0,1
3999,500,6.21,0,4,16,1,0,17,289,1,1,1,0,0
4000,200,5.30,1,5,16,1,0,11.9,141.61,0,0,0,0,1
4001,400,5.99,0,4,16,1,0,17,289,0,1,1,0,0
4002,200,5.30,1,4,16,1,0,11.9,141.61,0,0,1,0,0
4003,250,5.52,0,4,16,1,0,17,289,0,0,0,0,0
4004,300,5.70,1,4,16,1,0,11.9,141.61,0,1,1,0,0
4005,450,6.11,0,4,16,1,0,17,289,0,1,1,0,0
4006,550,6.31,0,5,16,1,0,17,289,1,1,1,1,0
4007,400,5.99,0,5,16,1,0,17,289,0,1,1,0,0
4008,550,6.31,0,4,16,1,0,17,289,1,1,1,1,1
4009,400,5.99,0,5,16,1,0,17,289,0,1,1,0,0
4010,550,6.31,0,4,16,1,0,17,289,1,1,1,1,0
4011,700,6.55,0,5,16,1,0,17,289,1,1,1,1,0
4012,400,5.99,1,4,16,1,0,11.9,141.61,0,1,1,0,0
4013,500,6.21,0,4,16,1,0,17,289,1,1,1,0,0
4014,600,6.40,0,5,16,1,0,17,289,1,1,1,1,0
4015,400,5.99,1,4,16,1,0,11.9,141.61,0,1,1,0,1
4016,600,6.40,0,5,16,1,0,17,289,1,1,1,1,0
4017,275,5.62,0,4,16,1,0,17,289,0,0,0,0,0
4018,350,5.86,1,4,16,1,0,11.9,141.61,0,1,0,0,0
4019,600,6.40,0,4,16,1,0,17,289,1,1,1,1,0
4020,500,6.21,0,5,16,1,0,17,289,1,1,1,1,0
4021,750,6.62,0,5,16,1,0,17,289,1,1,1,1,0
4022,600,6.40,0,5,16,1,0,17,289,1,1,1,1,0
4023,600,6.40,0,4,16,1,0,17,289,1,1,1,1,0
4024,275,5.62,0,5,16,1,0,17,289,0,0,0,0,0
4025,750,6.62,0,4,16,1,0,17,289,1,1,1,1,0
4026,500,6.21,0,5,16,1,0,17,289,1,1,1,1,0
4027,375,5.93,1,4,16,1,0,11.9,141.61,0,1,1,0,0
